[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0216,0.00746, , 0.000000, 40.190000, 1 x 500, 37.090000, 38.280000,354.0, 0.010000, 0.010000, 0 x 4271, 0.010000,-0.00231,0.00048,0.00157,-0.00956,-0.00035, 0.818430, 0.000000,38.3,0.098
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02164,0.00707, , 0.000000, 45.300000, 500 x 1, 36.080000, 37.250000,355.0, 0.010000, 0.010000, 0 x 2040, 0.010000,-0.00225,0.00055,0.00086,-0.01048,0.0, 0.797470, 0.000000,37.3,0.095
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02115,0.00692, , 0.000000, 60.610000, 500 x 500, 35.090000, 36.200000,356.0, 0.010000, 0.010000, 0 x 1744, 0.010000,-0.00261,0.00054,0.00117,-0.00985,-0.0005, 0.777490, 0.000000,36.3,0.092
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02124,0.0071, , , 0.000000, 1 x 500, 34.070000, 35.250000,357.0, 0.010000, 0.010000, 0 x 4316, 0.010000,-0.00211,0.00056,0.00138,-0.00965,0.0, 0.757520, 0.000000,35.3,0.09
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02159,0.00725, , 0.000000, 57.180000, 500 x 500, 33.070000, 34.280000,358.0, 0.010000, 0.010000, 0 x 2616, 0.010000,-0.0022,0.00065,0.00126,-0.01019,-0.00016, 0.737890, 0.000000,34.3,0.087
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0217,0.00722, , , 0.000000, 1 x 500, 32.090000, 33.280000,359.0, 0.010000, 0.010000, 0 x 4317, 0.010000,-0.0029,0.00065,0.00134,-0.01011,0.0, 0.717480, 0.000000,33.3,0.085
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02163,0.00696, , 0.000000, 38.310000, 500 x 500, 31.090000, 32.250000,360.0, 0.010000, 0.010000, 0 x 2486, 0.010000,-0.00256,0.00072,0.00164,-0.01072,0.0, 0.697340, 91.000000,32.3,0.082
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02121,0.00696, , , 0.000000, 1 x 500, 30.080000, 31.280000,361.0, 0.010000, 0.010000, 0 x 3716, 0.020000,-0.00317,0.00076,0.00136,-0.00988,0.0, 0.676760, 0.000000,31.3,0.08
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02152,0.00759, , , 0.000000, 500 x 500, 29.080000, 30.280000,362.0, 0.010000, 0.010000, 0 x 1575, 0.010000,-0.0029,0.00076,0.00181,-0.01037,-0.00036, 0.656610, 2.000000,30.3,0.077
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02158,0.00726, , , 0.000000, 500 x 500, 28.080000, 29.280000,363.0, 0.010000, 0.010000, 0 x 3709, 0.020000,-0.00339,0.00086,0.00202,-0.01088,-0.00011, 0.637510, 0.000000,29.3,0.075
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02152,0.00681, , , 0.000000, 1 x 1, 27.090000, 28.280000,364.0, 0.010000, 0.010000, 0 x 1594, 0.010000,-0.00303,0.00086,0.00175,-0.01019,0.0, 0.617370, 0.000000,28.3,0.072
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02205,0.00772, , 2.000000, 27.930000, 1 x 1, 26.060000, 27.230000,365.0, 0.010000, 0.010000, 0 x 2616, 0.010000,-0.00317,0.00094,0.00212,-0.01022,-0.00039, 0.592330, 2.000000,27.3,0.07
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02211,0.00753, , 0.000000, 32.690000, 500 x 500, 25.080000, 26.280000,366.0, 0.010000, 0.010000, 0 x 1575, 0.010000,-0.0032,0.00091,0.00143,-0.00992,0.0, 0.572030, 4.000000,26.3,0.067
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0215,0.00683, , 0.000000, 47.050000, 500 x 500, 24.080000, 25.280000,367.0, 0.010000, 0.010000, 0 x 1744, 0.020000,-0.00305,0.00099,0.00195,-0.0095,0.0, 0.551410, 0.000000,25.3,0.064
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0217,0.00779, , 0.000000, 23.400000, 1 x 1, 23.080000, 24.280000,368.0, 0.010000, 0.010000, 0 x 1578, 0.020000,-0.00361,0.00111,0.00168,-0.00924,0.0, 0.530360, 0.000000,24.3,0.062
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02242,0.00735, , 0.000000, 21.980000, 1 x 500, 22.090000, 23.280000,369.0, 0.010000, 0.010000, 0 x 1581, 0.010000,-0.00395,0.00115,0.00142,-0.00984,-6e-05, 0.509870, 0.000000,23.3,0.059
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0222,0.00787, , 24.000000, 30.300000, 1 x 2, 21.090000, 22.280000,370.0, 0.010000, 0.010000, 0 x 3840, 0.010000,-0.00353,0.00126,0.00215,-0.01017,0.0, 0.492010, 107.000000,22.3,0.057
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0227,0.00723, , 0.000000, 26.640000, 500 x 500, 20.090000, 21.280000,371.0, 0.010000, 0.010000, 0 x 4309, 0.010000,-0.00353,0.00137,0.00189,-0.01021,-0.00042, 0.471800, 49.000000,21.3,0.054
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02235,0.00727, , 0.000000, 19.100000, 500 x 500, 19.090000, 20.280000,372.0, 0.010000, 0.010000, 0 x 4337, 0.010000,-0.00443,0.00154,0.0019,-0.01044,-0.00039, 0.451030, 1.000000,20.3,0.052
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0219,0.00754, , 0.000000, 24.010000, 2 x 1, 18.090000, 19.280000,373.0, 0.020000, 0.010000, 0 x 4341, 0.010000,-0.00542,0.00212,0.00314,-0.01501,-0.00054, 0.449470, 168.000000,19.3,0.049
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0224,0.0074, , 1.000000, 18.560000, 1 x 1, 17.100000, 18.250000,374.0, 0.020000, 0.010000, 0 x 1747, 0.010000,-0.00599,0.0023,0.00312,-0.0149,0.0, 0.427660, 8.000000,18.3,0.047
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02258,0.00782, , 19.000000, 15.910000, 1 x 2, 16.080000, 17.280000,375.0, 0.020000, 0.010000, 0 x 3985, 0.010000,-0.00668,0.00246,0.00302,-0.01502,-0.00022, 0.405990, 76.000000,17.3,0.044
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02222,0.00777, , 26.000000, 14.910000, 1 x 45, 15.080000, 16.280000,376.0, 0.020000, 0.010000, 0 x 4327, 0.010000,-0.00642,0.00271,0.00311,-0.0142,-0.00026, 0.385460, 132.000000,16.3,0.041
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02255,0.00732, , 0.000000, 13.740000, 1 x 45, 14.080000, 15.280000,377.0, 0.020000, 0.010000, 0 x 1882, 0.010000,-0.00727,0.00301,0.00318,-0.01509,-0.00048, 0.364070, 60.000000,15.3,0.039
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02282,0.00714, , 16.000000, 15.580000, 500 x 500, 13.100000, 14.320000,378.0, 0.020000, 0.010000, 0 x 1731, 0.010000,-0.00737,0.00345,0.00332,-0.01478,0.0, 0.341830, 12.000000,14.3,0.036
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02286,0.00789, , 1.000000, 13.620000, 500 x 500, 12.080000, 13.280000,379.0, 0.030000, 0.010000, 0 x 1898, 0.010000,-0.00991,0.00453,0.00422,-0.01994,0.0, 0.332990, 42.000000,13.3,0.034
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0231,0.00756, , 48.000000, 10.410000, 1 x 500, 11.420000, 12.260000,380.0, 0.030000, 0.010000, 0 x 2389, 0.010000,-0.01021,0.00514,0.00448,-0.01986,-0.00057, 0.310510, 313.000000,12.3,0.031
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02285,0.00799, , 23.000000, 9.800000, 1 x 1, 10.060000, 11.200000,381.0, 0.010000, 0.010000, 0 x 3116, 0.010000,-0.00628,0.00401,0.00333,-0.00976,0.0, 0.264510, 478.000000,11.3,0.029
