r,tau,S0,K,P_mkt,log_K_S0,iv_market,vega,DTE,C_VOLUME,rel_spread
0.0008784660571957106,0.12613698630136985,258.34,272.5,8.925,0.05336206729942942,0.39768539313297785,0.3492348640180776,46.04,37.0,0.016806722689075668
0.0008784660571957106,0.12613698630136985,258.34,275.0,8.175,0.062494550862701885,0.3988265038065633,0.3418497560342031,46.04,208.0,0.018348623853211052
0.0008784660571957106,0.12613698630136985,258.34,277.5,7.425,0.07154438638261973,0.39833747757119276,0.3330837248935139,46.04,19.0,0.02020202020202025
0.0008784660571957106,0.12613698630136985,258.34,280.0,6.75,0.08051305636538028,0.3984760756718388,0.32342008954098755,46.04,300.0,0.014814814814814762
0.0006503129136296485,0.22202739726027398,258.34,248.75,24.25,-0.03782817076516724,0.40038996100292296,0.4648625149100045,81.04,8.0,0.01237113402061844
0.0006503129136296485,0.22202739726027398,258.34,250.0,23.475,-0.03281562894162288,0.39818071920906917,0.4683072371323771,81.04,800.0,0.010649627263045794
0.0006503129136296485,0.22202739726027398,258.34,251.25,22.799999999999997,-0.02782808743058384,0.39784278264819223,0.4715033244301434,81.04,47.0,0.013157894736842137
0.0006503129136296485,0.22202739726027398,258.34,252.5,22.075,-0.022865298088454864,0.3961766520176854,0.4743677204204193,81.04,32.0,0.011325028312570783
0.0006503129136296485,0.22202739726027398,258.34,253.75,21.425,-0.017927016447872327,0.3958249675576241,0.4769272314602375,81.04,84.0,0.011668611435239206
0.0006503129136296485,0.22202739726027398,258.34,255.0,20.775,-0.013013001645443188,0.3952019790375313,0.4791596639330944,81.04,329.0,0.012033694344163659
0.0006503129136296485,0.22202739726027398,258.34,256.25,20.075,-0.008123016351251434,0.39327224531205596,0.48107488939074017,81.04,45.0,0.00747198007471973
0.0006503129136296485,0.22202739726027398,258.34,257.5,19.450000000000003,-0.0032568267000785646,0.39263875223153455,0.48265235351849434,81.04,106.0,0.010282776349614359
0.0006503129136296485,0.22202739726027398,258.34,258.75,18.85,0.0015857977757095074,0.3922559806791552,0.4838935503451278,81.04,42.0,0.010610079575596778
0.0006503129136296485,0.22202739726027398,258.34,260.0,18.275,0.006405084211658265,0.3921231248751731,0.4847985602705034,81.04,410.0,0.008207934336525426
0.0006503129136296485,0.22202739726027398,258.34,261.25,17.65,0.011201256475151373,0.3906953879726996,0.4853800445002001,81.04,42.0,0.01133144475920676
0.0006503129136296485,0.22202739726027398,258.34,262.5,17.125,0.015974535227809127,0.39106549621835957,0.48561840144578916,81.04,45.0,0.008759124087591158
0.0006503129136296485,0.22202739726027398,258.34,263.75,16.575,0.0207251379864068,0.39065939754823287,0.48553214598366523,81.04,46.0,0.015082956259426848
0.0006503129136296485,0.22202739726027398,258.34,265.0,16.025,0.025453279182352836,0.38999371652061354,0.4851159473976905,81.04,117.0,0.01560062402496089
0.0006503129136296485,0.22202739726027398,258.34,266.25,15.525,0.030159170219765573,0.39010135489714337,0.4843891481359295,81.04,15.0,0.01610305958132045
0.0006503129136296485,0.22202739726027398,258.34,267.5,14.95,0.0348430195321918,0.3884026176342172,0.48329270775904654,81.04,3.0,0.013377926421404755
0.0006503129136296485,0.22202739726027398,258.34,268.75,14.45,0.039505032638003194,0.38799758265098516,0.48190953778488943,81.04,26.0,0.013840830449827065
0.00032485940262245647,0.2987397260273973,258.34,225.0,42.9,-0.13817614459944919,0.4262230451189868,0.4377618614677701,109.04,5.0,0.027972027972028038
0.00032485940262245647,0.2987397260273973,258.34,230.0,39.525,-0.11619723788067397,0.42527630844329795,0.46577826546623413,109.04,16.0,0.039215686274509734
0.00032485940262245647,0.2987397260273973,258.34,235.0,36.025,-0.0946910326597104,0.4183521737670169,0.48976857316829125,109.04,2.0,0.0291464260929909
0.00032485940262245647,0.2987397260273973,258.34,240.0,32.65,-0.07363762346187809,0.4110388194830178,0.5112018631737634,109.04,10.0,0.02143950995405828
0.00032485940262245647,0.2987397260273973,258.34,245.0,29.65,-0.05301833625914243,0.40795832009164745,0.5298899648512165,109.04,16.0,0.026981450252951122
0.00032485940262245647,0.2987397260273973,258.34,250.0,26.725,-0.03281562894162288,0.40312267348852787,0.5446494678837901,109.04,115.0,0.020579981290926124
0.00032485940262245647,0.2987397260273973,258.34,255.0,24.25,-0.013013001645443188,0.40335748066170174,0.5552568850304578,109.04,38.0,0.0536082474226803
0.00032485940262245647,0.2987397260273973,258.34,260.0,21.950000000000003,0.006405084211658265,0.40354855655055244,0.5614339472442822,109.04,157.0,0.031890660592255086
0.00032485940262245647,0.2987397260273973,258.34,265.0,19.375,0.025453279182352836,0.39579897086894655,0.5632847642688539,109.04,30.0,0.03870967741935484
0.00032485940262245647,0.2987397260273973,258.34,270.0,17.625,0.044145412194505476,0.39972788674490495,0.5609049832788546,109.04,92.0,0.0425531914893617
0.00032485940262245647,0.2987397260273973,258.34,275.0,15.7,0.062494550862701885,0.3976592104050926,0.5544019521019949,109.04,46.0,0.02547770700636945
0.00032485940262245647,0.2987397260273973,258.34,280.0,13.975,0.08051305636538028,0.3963683436121831,0.5441572894644553,109.04,92.0,0.03220035778175308
0.00032485940262245647,0.2987397260273973,258.34,285.0,12.45,0.09821263346478108,0.3960278055055291,0.5307223864801474,109.04,2.0,0.05622489959839366
0.00032485940262245647,0.2987397260273973,258.34,290.0,11.25,0.11560437617665036,0.3992968836517738,0.5156835233769339,109.04,10.0,0.02666666666666673
0.00032485940262245647,0.2987397260273973,258.34,295.0,9.925,0.13269880953595053,0.3976903077814664,0.4967304326897217,109.04,31.0,0.045340050377833854
0.00032485940262245647,0.2987397260273973,258.34,300.0,8.825,0.14950592785233166,0.3981532239006675,0.47666080604461225,109.04,126.0,0.028328611898017
0.00032485940262245647,0.2987397260273973,258.34,305.0,7.85,0.16603522980354232,0.3989585054355909,0.45539442077642,109.04,28.0,0.02547770700636945
0.00027079384541268,0.37534246575342467,258.34,226.25,44.675,-0.13263596422383386,0.43186040721446806,0.516427244261024,137.0,1.0,0.01231113598209299
0.00027079384541268,0.37534246575342467,258.34,227.5,43.725,-0.1271263084128643,0.42899448952604013,0.5224288092574199,137.0,5.0,0.01029159519725564
0.00027079384541268,0.37534246575342467,258.34,230.0,42.025000000000006,-0.11619723788067397,0.4266555826227003,0.534987748805797,137.0,6.0,0.008328375966686528
0.00027079384541268,0.37534246575342467,258.34,235.0,38.8,-0.0946910326597104,0.42329663864115175,0.5585366649908927,137.0,22.0,0.015463917525773233
0.00027079384541268,0.37534246575342467,258.34,240.0,35.75,-0.07363762346187809,0.4204725146304175,0.5792916717136372,137.0,3.0,0.016783216783216624
0.00027079384541268,0.37534246575342467,258.34,245.0,32.65,-0.05301833625914243,0.41432493175202545,0.5967151944808755,137.0,120.0,0.009188361408881997
0.00027079384541268,0.37534246575342467,258.34,250.0,29.825,-0.03281562894162288,0.41038537806549924,0.6109574920284775,137.0,80.0,0.011735121542330309
0.00027079384541268,0.37534246575342467,258.34,255.0,27.4,-0.013013001645443188,0.4104878255313385,0.6215024285628914,137.0,172.0,0.018248175182481754
0.00027079384541268,0.37534246575342467,258.34,260.0,24.85,0.006405084211658265,0.40613042940782185,0.628323566218814,137.0,199.0,0.012072434607645902
0.00027079384541268,0.37534246575342467,258.34,265.0,22.575000000000003,0.025453279182352836,0.4037825870963505,0.6312709844744333,137.0,80.0,0.019933554817275715
0.00027079384541268,0.37534246575342467,258.34,270.0,20.475,0.044145412194505476,0.40186711796758745,0.6304269349370308,137.0,22.0,0.02197802197802194
0.00027079384541268,0.37534246575342467,258.34,275.0,18.625,0.062494550862701885,0.40164009158202335,0.6260465254491212,137.0,443.0,0.024161073825503507
0.00027079384541268,0.37534246575342467,258.34,280.0,16.8,0.08051305636538028,0.39959302955159104,0.6181311837812622,137.0,411.0,0.023809523809523725
0.00027079384541268,0.37534246575342467,258.34,290.0,13.774999999999999,0.11560437617665036,0.39927768967169003,0.5938903368144945,137.0,4.0,0.02540834845735025
0.00027079384541268,0.37534246575342467,258.34,300.0,11.275,0.14950592785233166,0.39989040285553357,0.560659543193883,137.0,64.0,0.022172949002217293
0.00027079384541268,0.37534246575342467,258.34,305.0,10.2,0.16603522980354232,0.40051947084343764,0.5416583632041405,137.0,5.0,0.029411764705882252
0.00027079384541268,0.37534246575342467,258.34,310.0,9.2,0.1822957506753225,0.4007771162498817,0.5211736712827753,137.0,34.0,0.0326086956521738
0.0004182309330840271,0.44931506849315067,258.34,225.0,47.3,-0.13817614459944919,0.42674455363699026,0.5676191261154813,164.0,2.0,0.008456659619450288
0.0004182309330840271,0.44931506849315067,258.34,230.0,43.975,-0.11619723788067397,0.4228334739348648,0.593072853334057,164.0,1.0,0.021603183627060894
0.0004182309330840271,0.44931506849315067,258.34,235.0,40.65,-0.0946910326597104,0.4168419568175189,0.6158619365007105,164.0,1.0,0.01968019680196795
0.0004182309330840271,0.44931506849315067,258.34,240.0,37.65,-0.07363762346187809,0.4140338371168935,0.6364872946374511,164.0,13.0,0.018592297476759705
0.0004182309330840271,0.44931506849315067,258.34,245.0,34.8,-0.05301833625914243,0.4114145137261566,0.6540432772701017,164.0,32.0,0.011494252873563178
0.0004182309330840271,0.44931506849315067,258.34,250.0,31.975,-0.03281562894162288,0.40709026990804426,0.6683271624797431,164.0,13.0,0.023455824863174355
0.0004182309330840271,0.44931506849315067,258.34,255.0,29.575000000000003,-0.013013001645443188,0.40703285759192204,0.6791412032386628,164.0,48.0,0.015215553677092113
0.0004182309330840271,0.44931506849315067,258.34,260.0,27.125,0.006405084211658265,0.40416936585395946,0.6864794542142238,164.0,13.0,0.01658986175115218
0.0004182309330840271,0.44931506849315067,258.34,265.0,25.125,0.025453279182352836,0.40584650419627116,0.6901936820653933,164.0,7.0,0.025870646766169098
0.0004182309330840271,0.44931506849315067,258.34,270.0,22.9,0.044145412194505476,0.4023048594046483,0.6905585490342823,164.0,13.0,0.01310043668122274
0.0004182309330840271,0.44931506849315067,258.34,275.0,20.9,0.062494550862701885,0.4001169262731802,0.6875031015952224,164.0,19.0,0.023923444976076555
0.0004182309330840271,0.44931506849315067,258.34,280.0,19.175,0.08051305636538028,0.400080416482849,0.6814304644757261,164.0,9.0,0.013037809647979138
0.0004182309330840271,0.44931506849315067,258.34,285.0,17.424999999999997,0.09821263346478108,0.39787362926211106,0.6721219729096397,164.0,2.0,0.031563845050215256
0.0004182309330840271,0.44931506849315067,258.34,290.0,15.975,0.11560437617665036,0.3983872849725328,0.6606636400046026,164.0,21.0,0.02190923317683868
0.0004182309330840271,0.44931506849315067,258.34,300.0,13.3,0.14950592785233166,0.3979245268457247,0.6307385456458885,164.0,37.0,0.022556390977443528
0.0004182309330840271,0.44931506849315067,258.34,305.0,12.15,0.16603522980354232,0.3982873819630814,0.6133056009892632,164.0,10.0,0.024691358024691416
0.0011861032688687764,0.6246575342465753,258.34,225.0,51.6,-0.13817614459944919,0.4241034316521821,0.6876055911617165,228.0,13.0,0.025193798449612347
0.0011861032688687764,0.6246575342465753,258.34,230.0,48.45,-0.11619723788067397,0.4208937067697919,0.7123165314466675,228.0,48.0,0.02476780185758505
0.0011861032688687764,0.6246575342465753,258.34,235.0,45.425,-0.0946910326597104,0.41785124693949044,0.7347427355627616,228.0,2.0,0.025316455696202503
0.0011861032688687764,0.6246575342465753,258.34,240.0,42.525000000000006,-0.07363762346187809,0.4149489838370066,0.7546682810579455,228.0,23.0,0.027042915931804783
0.0011861032688687764,0.6246575342465753,258.34,245.0,39.8,-0.05301833625914243,0.41281743659365794,0.7719162765357908,228.0,204.0,0.027638190954773906
0.0011861032688687764,0.6246575342465753,258.34,250.0,37.224999999999994,-0.03281562894162288,0.41109415272603084,0.7862966421874411,228.0,246.0,0.03089321692411011
0.0011861032688687764,0.6246575342465753,258.34,255.0,34.575,-0.013013001645443188,0.40695157584786107,0.7978508855994058,228.0,82.0,0.024584237165582105
0.0011861032688687764,0.6246575342465753,258.34,260.0,32.2,0.006405084211658265,0.40482580512945643,0.8063545898557507,228.0,142.0,0.02484472049689443
0.0011861032688687764,0.6246575342465753,258.34,265.0,30.075000000000003,0.025453279182352836,0.40436360019241435,0.8117904381756986,228.0,47.0,0.031587697423108865
0.0011861032688687764,0.6246575342465753,258.34,270.0,28.0,0.044145412194505476,0.403115120326193,0.8143358473948972,228.0,12.0,0.03214285714285709
0.0011861032688687764,0.6246575342465753,258.34,275.0,26.05,0.062494550862701885,0.40204339553807056,0.8140355924183069,228.0,52.0,0.034548944337811846
0.0011861032688687764,0.6246575342465753,258.34,280.0,24.175,0.08051305636538028,0.4005709801373144,0.8109752218770794,228.0,32.0,0.03516028955532581
0.0011861032688687764,0.6246575342465753,258.34,285.0,22.425,0.09821263346478108,0.399351673620933,0.8052994871429036,228.0,34.0,0.033444816053511704
0.0011861032688687764,0.6246575342465753,258.34,287.5,21.6,0.10694631343353583,0.3988904883909877,0.8015483819132836,228.0,9.0,0.03240740740740737
0.0011861032688687764,0.6246575342465753,258.34,290.0,20.775,0.11560437617665036,0.39811954789114223,0.7971400211571176,228.0,43.0,0.03128760529482562
0.0011861032688687764,0.6246575342465753,258.34,295.0,19.4,0.13269880953595053,0.3991420925654689,0.7873275315478914,228.0,1.0,0.041237113402061897
